0.005	0
0.01	0.000186599
0.015	0.000746404
0.02	0.00167945
0.025	0.0029858
0.03	0.00466556
0.035	0.00671885
0.04	0.00914581
0.045	0.0119466
0.05	0.0151215
0.055	0.0186706
0.06	0.0225943
0.065	0.0268927
0.07	0.0315662
0.075	0.0366152
0.08	0.0420399
0.085	0.0478408
0.09	0.0540184
0.095	0.060573
0.1	0.0675053
0.105	0.0748158
0.11	0.082505
0.115	0.0905738
0.12	0.0990227
0.125	0.107853
0.13	0.117064
0.135	0.126659
0.14	0.136637
0.145	0.146999
0.15	0.157747
0.155	0.168881
0.16	0.1804
0.165	0.192304
0.17	0.204591
0.175	0.217255
0.18	0.230287
0.185	0.243674
0.19	0.257395
0.195	0.271434
0.2	0.285784
0.205	0.300452
0.21	0.315454
0.215	0.330808
0.22	0.346525
0.225	0.362611
0.23	0.379062
0.235	0.395873
0.24	0.413031
0.245	0.430525
0.25	0.448344
0.255	0.466484
0.26	0.484941
0.265	0.503718
0.27	0.522817
0.275	0.542244
0.28	0.562003
0.285	0.582096
0.29	0.602524
0.295	0.623288
0.3	0.644385
0.305	0.665811
0.31	0.687563
0.315	0.709636
0.32	0.732026
0.325	0.754728
0.33	0.777737
0.335	0.801049
0.34	0.824656
0.345	0.848548
0.35	0.872715
0.355	0.897143
0.36	0.921822
0.365	0.94675
0.37	0.971931
0.375	0.997382
0.38	1.02312
0.385	1.04917
0.39	1.07554
0.395	1.10222
0.4	1.12922
0.405	1.15653
0.41	1.18414
0.415	1.21206
0.42	1.24029
0.425	1.26883
0.43	1.2977
0.435	1.32688
0.44	1.3564
0.445	1.38624
0.45	1.4164
0.455	1.44689
0.46	1.47769
0.465	1.50881
0.47	1.54024
0.475	1.57197
0.48	1.60399
0.485	1.6363
0.49	1.6689
0.495	1.70177
0.5	1.73492
0.505	1.76836
0.51	1.80209
0.515	1.83611
0.52	1.87044
0.525	1.90505
0.53	1.93996
0.535	1.97514
0.54	2.01061
0.545	2.04636
0.55	2.08239
0.555	2.11871
0.56	2.1553
0.565	2.19217
0.57	2.22931
0.575	2.26674
0.58	2.30445
0.585	2.34244
0.59	2.38074
0.595	2.41935
0.6	2.45828
0.605	2.49754
0.61	2.53713
0.615	2.57705
0.62	2.61732
0.625	2.65791
0.63	2.69885
0.635	2.74013
0.64	2.78174
0.645	2.82367
0.65	2.86592
0.655	2.90847
0.66	2.95128
0.665	2.99434
0.67	3.03761
0.675	3.08106
0.68	3.12466
0.685	3.16837
0.69	3.21217
0.695	3.25608
0.7	3.30007
0.705	3.34414
0.71	3.38826
0.715	3.43244
0.72	3.47668
0.725	3.52103
0.73	3.56552
0.735	3.61017
0.74	3.65498
0.745	3.69994
0.75	3.74503
0.755	3.79025
0.76	3.83561
0.765	3.88112
0.77	3.92681
0.775	3.9727
0.78	4.0188
0.785	4.06512
0.79	4.11168
0.795	4.15849
0.8	4.20558
0.805	4.25295
0.81	4.30061
0.815	4.34855
0.82	4.39675
0.825	4.44518
0.83	4.49381
0.835	4.54258
0.84	4.59147
0.845	4.64042
0.85	4.6894
0.855	4.73839
0.86	4.78736
0.865	4.8363
0.87	4.88521
0.875	4.9341
0.88	4.98296
0.885	5.03182
0.89	5.08069
0.895	5.12961
0.9	5.1786
0.905	5.22772
0.91	5.277
0.915	5.32647
0.92	5.37616
0.925	5.42607
0.93	5.47621
0.935	5.52658
0.94	5.57718
0.945	5.62803
0.95	5.67914
0.955	5.7305
0.96	5.78214
0.965	5.83405
0.97	5.88623
0.975	5.93867
0.98	5.99138
0.985	6.04433
0.99	6.09753
0.995	6.15097
1	6.20466
1.005	6.25861
1.01	6.31282
1.015	6.36731
1.02	6.42209
1.025	6.47716
1.03	6.53252
1.035	6.58815
1.04	6.64402
1.045	6.70009
1.05	6.75631
1.055	6.81264
1.06	6.86902
1.065	6.92544
1.07	6.98193
1.075	7.03852
1.08	7.09526
1.085	7.1522
1.09	7.2094
1.095	7.26687
1.1	7.32465
1.105	7.38275
1.11	7.44118
1.115	7.4999
1.12	7.5589
1.125	7.61811
1.13	7.67749
1.135	7.73699
1.14	7.7966
1.145	7.85632
1.15	7.91618
1.155	7.97619
1.16	8.0364
1.165	8.09685
1.17	8.15757
1.175	8.21857
1.18	8.27987
1.185	8.34147
1.19	8.40335
1.195	8.4655
1.2	8.52791
1.205	8.59053
1.21	8.65335
1.215	8.71634
1.22	8.77947
1.225	8.84271
1.23	8.90604
1.235	8.96945
1.24	9.03289
1.245	9.09633
1.25	9.15972
1.255	9.22303
1.26	9.28623
1.265	9.34932
1.27	9.41233
